id	kloeke	place	province	country	dictionary	point
3857	O188p	Moen	BeWv	BE		50.7607, 3.43756
3858	I161p	Assenede	BeOv	BE		51.2228, 3.76799
3859	N003p	Steene / Stene	FrVl	FR		50.9291, 2.40159
3860	H011p	Westkapelle	BeWv	BE		51.3085, 3.31276
3861	N123p	Wijtschade	BeWv	BE		50.7718, 2.92469
3862	N078p	Moorslede	BeWv	BE		50.8819, 3.09481
3863	I210p	Belsele	BeOv	BE		51.1466, 4.10426
3864	N110p	Fletre / Vleteren	FrVl	FR		50.7339, 2.69378
3865	N086p	Bavikhove	BeWv	BE		50.8672, 3.34045
3866	H035p	Sint-Andries	BeWv	BE		51.189, 3.19262
3867	H120p	Koolskamp	BeWv	BE		50.9951, 3.24138
3868	H015p	Middelkerke	BeWv	BE		51.1694, 2.8394
3869	I216p	Steendorp	BeOv	BE		51.1263, 4.28814
3870	N077p	Passendale	BeWv	BE		50.8886, 3.05603
3871	I272p	Opdorp	BeOv	BE		51.0329, 4.23499
3872	H066p	Aartrijke	BeWv	BE		51.1079, 3.10931
3873	N067p	Poperinge	BeWv	BE		50.8382, 2.76701
3874	I215p	Temse	BeOv	BE		51.1267, 4.23214
3875	I185p	Knesselare	BeOv	BE		51.1347, 3.4336
3876	N063p	Watou	BeWv	BE		50.8401, 2.66248
3877	N049p	Bissezeele / Bissezele	FrVl	FR		50.888, 2.44172
3878	N044p	Kachtem	BeWv	BE		50.9233, 3.21906
3879	N037p	Oostnieuwkerke	BeWv	BE		50.9305, 3.08994
3880	N025p	Oostvleteren	BeWv	BE		50.9208, 2.78157
3881	I208p	Lokeren	BeOv	BE		51.1013, 4.01194
3882	N023p	Krombeke	BeWv	BE		50.9008, 2.72598
3883	O133p	Herzele	BeOv	BE		50.8806, 3.91452
3884	N022p	Stavele	BeWv	BE		50.9232, 2.70792
3885	O127p	Sint-Maria-Oudenhove	BeOv	BE		50.8295, 3.82261
3886	H067p	Veldegem	BeWv	BE		51.0964, 3.17426
3887	O035p	Munte	BeOv	BE		50.9382, 3.76662
3888	H042p	De Panne	BeWv	BE		51.0785, 2.61817
3889	H002p	Knokke	BeWv	BE		51.3366, 3.29754
3890	I263a	Denderbelle	BeOv	BE		51.001, 4.10732
3891	I249p	Heusden	BeOv	BE		51.0259, 3.82237
3892	I172p	Kemzeke	BeOv	BE		51.2047, 4.08676
3893	I196p	Kluizen	BeOv	BE		51.1521, 3.74966
3894	I252p	Kalken	BeOv	BE		51.0361, 3.93576
3895	I147a	Prosperpolder	BeOv	BE		51.3262, 4.22909
3896	O063p	Baardegem	BeOv	BE		50.9511, 4.15708
3897	O060p	Herdersem	BeOv	BE		50.9674, 4.08308
3898	O231p	Moerbeke	BeOv	BE		50.7516, 3.94367
3899	N143p	Lauwe	BeWv	BE		50.7831, 3.22365
3900	O019p	Eeke	BeOv	BE		50.9517, 3.66842
3901	O194p	Kerkhove	BeWv	BE		50.7986, 3.5447
3902	N043p	Meulebeke	BeWv	BE		50.9441, 3.31779
3903	N035p	Beveren	BeWv	BE		50.9626, 3.16932
3904	H063p	Eernegem	BeWv	BE		51.117, 3.04891
3905	N006p	Warhem / Warrem	FrVl	FR		50.9546, 2.52093
3906	I214p	Tielrode	BeOv	BE		51.1132, 4.19236
3907	I164p	Ertvelde	BeOv	BE		51.1795, 3.7467
3908	O136p	Kerksken	BeOv	BE		50.8865, 4.01143
3909	H043p	Koksijde	BeWv	BE		51.0885, 2.66907
3910	O257p	Kooigem	BeWv	BE		50.7294, 3.37452
3911	I261a	Schoonaarde	BeOv	BE		51.0046, 4.03656
3912	N024p	Westvleteren	BeWv	BE		50.9136, 2.75435
3913	N069p	Langemark	BeWv	BE		50.8978, 2.95842
3914	O210p	Opbrakel	BeOv	BE		50.7856, 3.77687
3915	O225p	Zandbergen	BeOv	BE		50.799, 3.99434
3916	O209p	Sint-Martens-Lierde	BeOv	BE		50.7975, 3.85222
3917	O208p	Nederbrakel	BeOv	BE		50.7973, 3.79418
3918	N066p	Elverdinge	BeWv	BE		50.872, 2.85628
3919	O206p	Zegelsem	BeOv	BE		50.8126, 3.75133
3920	O204p	Maarke-Kerkem	BeOv	BE		50.8089, 3.68995
3921	I193p	Lovendegem	BeOv	BE		51.0949, 3.63286
3922	H029p	Houtave	BeWv	BE		51.2268, 3.12774
3923	O126p	Michelbeke	BeOv	BE		50.8313, 3.79399
3924	O047p	Sint-Lievens-Houtem	BeOv	BE		50.9191, 3.88024
3925	I179p	Melsele	BeOv	BE		51.2221, 4.29478
3926	N045p	Izegem	BeWv	BE		50.91, 3.24484
3927	N140p	Bissegem	BeWv	BE		50.8115, 3.26219
3928	H110p	Werken	BeWv	BE		51.0226, 2.98893
3929	I212p	Waasmunster	BeOv	BE		51.1123, 4.10819
3930	I154p	Maldegem	BeOv	BE		51.2086, 3.46868
3931	H036a	Sint-Pieters-Op-Den-Dijk	BeWv	BE		51.2075, 3.23046
3932	O181p	Ingooigem	BeWv	BE		50.8083, 3.46902
3933	O031p	Melsen	BeOv	BE		50.952, 3.72764
3934	O089p	Wannegem-Lede	BeOv	BE		50.8831, 3.58619
3935	N061p	Winnezeele / Winnezele	FrVl	FR		50.8215, 2.59021
3936	I110p	Hoofdplaat	Ze	NL		51.3657, 3.6658
3937	O076p	Wielsbeke	BeWv	BE		50.8998, 3.40606
3938	H081p	Ghyvelde / Gijvelde	FrVl	FR		51.0338, 2.54765
3939	I211p	Elversele	BeOv	BE		51.1166, 4.15562
3940	O062p	Moorsel	BeOv	BE		50.9441, 4.11778
3941	O056p	Mere	BeOv	BE		50.9215, 3.99657
3942	N075p	Zillebeke	BeWv	BE		50.8226, 2.96827
3943	I165p	Zelzate	BeOv	BE		51.2008, 3.82286
3944	N046p	Emelgem	BeWv	BE		50.9206, 3.26014
3945	I251p	Laarne	BeOv	BE		51.0268, 3.86931
3946	H082p	Les Moeren / De Moeres	FrVl	FR		50.9988, 2.57205
3947	H060p	Leke	BeWv	BE		51.0874, 2.91376
3948	H104p	Beerst	BeWv	BE		51.05, 2.9123
3949	O130p	Borsbeke	BeOv	BE		50.9002, 3.91192
3950	N039p	Rumbeke	BeWv	BE		50.9256, 3.17603
3951	N080p	Dadizele	BeWv	BE		50.8383, 3.12603
3952	N150p	Lynde / Linde	FrVl	FR		50.6897, 2.46607
3953	H079p	Teteghem / Tetegem	FrVl	FR		50.999, 2.4633
3954	N015p	Izenberge	BeWv	BE		50.9781, 2.68348
3955	H100p	Alveringem	BeWv	BE		50.9962, 2.72295
3956	O118p	Godveerdegem	BeOv	BE		50.8583, 3.85119
3957	O233p	Meerbeke	BeOv	BE		50.8203, 4.05769
3958	O271p	Viane	BeOv	BE		50.7381, 3.95736
3959	N064p	Zuidschote	BeWv	BE		50.897, 2.86132
3960	O123p	Mater	BeOv	BE		50.8409, 3.69715
3961	N072p	Ieper	BeWv	BE		50.8341, 2.92433
3962	O272p	Bever	BeBr	BE		50.7135, 3.96499
3963	N033p	Gits	BeWv	BE		50.984, 3.1184
3964	N036p	Westrozebeke	BeWv	BE		50.9202, 3.04555
3965	O199p	Berchem	BeOv	BE		50.7821, 3.54388
3966	I180p	Zwijndrecht	BeAnt	BE		51.2194, 4.33605
3967	I224p	Kanegem	BeWv	BE		51.0118, 3.42844
3968	I174p	Sint-Pauwels	BeOv	BE		51.1943, 4.1064
3969	N130p	Wervik	BeWv	BE		50.7709, 3.0767
3970	I234p	Vosselare	BeOv	BE		51.0274, 3.58302
3971	N121p	Hollebeke	BeWv	BE		50.7923, 2.97969
3972	H038p	Sint-Kruis	BeWv	BE		51.2063, 3.26625
3973	O024p	Gontrode	BeOv	BE		50.9776, 3.81907
3974	H062p	Bekegem	BeWv	BE		51.148, 3.06766
3975	H012p	Dudzele	BeWv	BE		51.2675, 3.23608
3976	H088p	Wulveringem	BeWv	BE		51.0005, 2.66932
3977	O128p	Oombergen	BeOv	BE		50.8974, 3.8637
3978	H001p	Heist-Aan-Zee	BeWv	BE		51.3344, 3.24836
3979	N087p	Moorsele	BeWv	BE		50.8319, 3.19922
3980	I237p	Sint-Martens-Leerne	BeOv	BE		51.0172, 3.60616
3981	N081p	Ledegem	BeWv	BE		50.8404, 3.15843
3982	I256p	Schellebelle	BeOv	BE		51.0097, 3.94301
3983	I260p	Moerzeke	BeOv	BE		51.0659, 4.16638
3984	O009p	Gottem	BeOv	BE		50.9586, 3.48846
3985	I201p	Wondelgem	BeOv	BE		51.0864, 3.7317
3986	N139p	Wevelgem	BeWv	BE		50.802, 3.2208
3987	H059p	Moere	BeWv	BE		51.1099, 2.97645
3988	O090p	Huise	BeOv	BE		50.893, 3.61933
3989	I263p	Oudegem	BeOv	BE		51.0095, 4.08436
3990	N088p	Gullegem	BeWv	BE		50.8338, 3.23753
3991	I148p	Doel	BeOv	BE		51.3126, 4.26973
3992	O191p	Bossuit	BeWv	BE		50.7427, 3.44323
3993	H114p	Handzame	BeWv	BE		51.016, 3.03377
3994	O004p	Oostrozebeke	BeWv	BE		50.9166, 3.36884
3995	N031p	Poelkapelle	BeWv	BE		50.9095, 2.99332
3996	O174a	Sint-Pieters-Jette	BeBr	BE		50.8741, 4.34636
3997	I151p	Kallo	BeOv	BE		51.2554, 4.28951
3998	I253p	Overmere	BeOv	BE		51.0458, 3.96562
3999	H071a	Wildenburg	BeWv	BE		51.0791, 3.31717
4000	H003p	Blankenberge	BeWv	BE		51.3052, 3.1378
4001	N074p	Zonnebeke	BeWv	BE		50.8612, 3.02784
4002	O226p	Nieuwenhove	BeOv	BE		50.7837, 4.01693
4003	N145p	Bellegem	BeWv	BE		50.768, 3.32171
4004	O111p	Velzeke-Ruddershove	BeOv	BE		50.8792, 3.80762
4005	O108p	Sint-Maria-Latem	BeOv	BE		50.8838, 3.736
4006	O207p	Elst	BeOv	BE		50.8205, 3.77517
4007	O054p	Bambrugge	BeOv	BE		50.9194, 3.95126
4008	O184p	Tiegem	BeWv	BE		50.8005, 3.50723
4009	I143p	Sint Jansteen	Ze	NL		51.2638, 4.05128
4010	I143b	Heikant	Ze	NL		51.2545, 4.05454
4011	I144p	Clinge	Ze	NL		51.2688, 4.10382
4012	I144a	Nieuw-Namen	Ze	NL		51.2972, 4.16916
4013	I167p	Zuiddorpe	Ze	NL		51.2359, 3.90659
4014	I167a	Overslag	Ze	NL		51.2129, 3.9118
4015	I168p	Koewacht	Ze	NL		51.2311, 3.9708
4016	O134p	Ressegem	BeOv	BE		50.8896, 3.93395
4017	O143p	Steenhuize-Wijnhuize	BeOv	BE		50.8363, 3.91297
4018	O148p	Denderleeuw	BeOv	BE		50.8816, 4.09782
4019	I136p	Philippine	Ze	NL		51.2784, 3.77249
4020	I128p	Ijzendijke	Ze	NL		51.3184, 3.61334
4021	I108p	Breskens	Ze	NL		51.3963, 3.5505
4022	I109p	Schoondijke	Ze	NL		51.3499, 3.5708
4023	O182p	Anzegem	BeWv	BE		50.8218, 3.51178
4024	O189p	Outrijve	BeWv	BE		50.7512, 3.46401
4025	O197p	Leupegem	BeOv	BE		50.8215, 3.63092
4026	I117p	Bath	Ze	NL		51.4046, 4.21215
4027	O212p	Everbeek	BeOv	BE		50.7574, 3.83634
4028	I166p	Westdorpe	Ze	NL		51.2335, 3.84508
4029	I115p	Ossenisse	Ze	NL		51.3915, 3.98874
4030	I116c	Kloosterzande	Ze	NL		51.3666, 4.01391
4031	H076p	Zuydcoote / Zuidkote	FrVl	FR		51.0441, 2.51139
4032	N005p	Bergue / Sint-Winoksbergen	FrVl	FR		50.9466, 2.46267
4033	I127p	Waterlandkerkje	Ze	NL		51.3133, 3.54538
4034	I107p	Groede	Ze	NL		51.374, 3.51902
4035	N104p	Steenvoorde / Steenvoorde	FrVl	FR		50.7915, 2.62548
4036	I248p	Gentbrugge	BeOv	BE		51.0415, 3.77783
4037	I215a	Velle	BeOv	BE		51.1584, 4.21697
4038	O109p	Paulatem	BeOv	BE		50.8911, 3.74658
4039	N079p	Beselare	BeWv	BE		50.8345, 3.06023
4040	O078p	Sint-Eloois-Vijve	BeWv	BE		50.8979, 3.43671
4041	I104p	Nieuwvliet	Ze	NL		51.3656, 3.483
4042	I140p	Axel	Ze	NL		51.2692, 3.9075
4043	I110a	Slijkplaat	Ze	NL		51.3749, 3.61414
4044	O147p	Welle	BeOv	BE		50.897, 4.06238
4045	H040p	Assebroek	BeWv	BE		51.1786, 3.28639
4046	N151p	Sercus / Zerkel	FrVl	FR		50.6856, 2.50363
4047	N146p	Rollegem	BeWv	BE		50.7589, 3.30048
4048	N109p	Caestre / Kaaster	FrVl	FR		50.7381, 2.64684
4049	O131p	Burst	BeOv	BE		50.9099, 3.94021
4050	O011p	Olsene	BeOv	BE		50.9331, 3.49345
4051	I176p	Nieuwkerken-Waas	BeOv	BE		51.1958, 4.1922
4052	O020p	Gavere	BeOv	BE		50.9246, 3.69014
4053	I240p	Mariakerke	BeOv	BE		51.0712, 3.69711
4054	O116p	Strijpen	BeOv	BE		50.8634, 3.81309
4055	N016p	Beveren	BeWv	BE		50.9221, 2.67344
4056	O099p	Welden	BeOv	BE		50.8713, 3.68816
4057	H034p	Varsenare	BeWv	BE		51.1825, 3.16019
4058	O216p	Deftinge	BeOv	BE		50.7802, 3.8641
4059	I138p	Zaamslag	Ze	NL		51.3109, 3.92406
4060	N175p	Mouscron	BeHe	BE		50.7346, 3.24949
4061	O068p	Opwijk	BeBr	BE		50.9659, 4.20704
4062	O211p	Parike	BeOv	BE		50.7776, 3.83026
4063	I141p	Graauw	Ze	NL		51.3278, 4.11112
4064	I152p	Moerkerke	BeWv	BE		51.2367, 3.36121
4065	I192a	Hamme	BeOv	BE		51.1138, 3.58756
4066	N082p	Rollegem-Kapelle	BeWv	BE		50.8611, 3.17665
4067	O032p	Vurste	BeOv	BE		50.9409, 3.7157
4068	I139p	Boskapelle	Ze	NL		51.3259, 3.97831
4069	I141a	Ter Hole	Ze	NL		51.3152, 4.05078
4070	I141b	Pauluspolder	Ze	NL		51.3283, 4.01855
4071	H007p	Nieuwmunster	BeWv	BE		51.2634, 3.10257
4072	H022p	Snaaskerke	BeWv	BE		51.1609, 2.95542
4073	H024p	Oudenburg	BeWv	BE		51.1745, 3.02465
4074	H025p	Ettelgem	BeWv	BE		51.1691, 3.05023
4075	H033p	Snellegem	BeWv	BE		51.1603, 3.14192
4076	H039p	Sint-Michiels	BeWv	BE		51.1806, 3.22676
4077	H083p	Adinkerke	BeWv	BE		51.0605, 2.62074
4078	I202p	Oostakker	BeOv	BE		51.098, 3.78377
4079	H093p	Pervijze	BeWv	BE		51.0593, 2.81184
4080	H097p	Oostkerke	BeWv	BE		51.0333, 2.81824
4081	H106p	Bovekerke	BeWv	BE		51.0463, 2.98869
4082	N007p	Crochte / Krochte	FrVl	FR		50.9093, 2.42013
4083	N008p	Socx / Soks	FrVl	FR		50.9129, 2.45345
4084	N012p	Killem / Killem	FrVl	FR		50.9392, 2.59395
4085	N019p	Hoogstade	BeWv	BE		50.9647, 2.72476
4086	N029p	Merkem	BeWv	BE		50.9428, 2.88695
4087	N050p	Wylder / Wijlder	FrVl	FR		50.8876, 2.52507
4088	N058p	Herzeele / Herzele	FrVl	FR		50.8643, 2.56693
4089	N060p	Oudezeele / Oudezele	FrVl	FR		50.8218, 2.54982
4090	N065p	Woesten	BeWv	BE		50.8857, 2.82792
4091	N071p	Brielen	BeWv	BE		50.8544, 2.88285
4092	N098p	Zuytpeene / Zuidpene	FrVl	FR		50.7728, 2.47215
4093	N107p	Godewaersvelde / Godewaarsvelde	FrVl	FR		50.7761, 2.68346
4094	N114a	Abele	BeWv	BE		50.8088, 2.71206
4095	N154p	Morbecque / Moerbeke	FrVl	FR		50.6684, 2.56506
4096	N155p	Hazebrouck / Hazebroek	FrVl	FR		50.7016, 2.58269
4097	N162p	Bailleul / Belle	FrVl	FR		50.7218, 2.778
4098	N070p	Boezinge	BeWv	BE		50.8834, 2.89411
4099	O097p	Bevere	BeOv	BE		50.8467, 3.62651
4100	O100p	Nederename	BeOv	BE		50.8647, 3.66869
4101	O102p	Edelare	BeOv	BE		50.829, 3.65672
4102	O103p	Volkegem	BeOv	BE		50.8343, 3.67671
4103	O107p	Nederzwalm-Hermelgem	BeOv	BE		50.8814, 3.71982
4104	O124p	Sint-Maria-Horebeke	BeOv	BE		50.8347, 3.72692
4105	O088p	Nokere	BeOv	BE		50.8781, 3.54499
4106	O093p	Ooike	BeOv	BE		50.8629, 3.58501
4107	O096p	Moregem	BeOv	BE		50.8446, 3.59458
4108	O195p	Elsegem	BeOv	BE		50.8168, 3.56859
4109	H051p	Wulpen	BeWv	BE		51.0874, 2.71767
4110	O104p	Meilegem	BeOv	BE		50.9012, 3.73143
4111	O105p	Beerlegem	BeOv	BE		50.9021, 3.75014
4112	O106p	Dikkele	BeOv	BE		50.8989, 3.77046
4113	O112p	Elene	BeOv	BE		50.8851, 3.83206
4114	O114p	Sint-Denijs-Boekel	BeOv	BE		50.8608, 3.74224
4115	O119p	Sint-Blasius-Boekel	BeOv	BE		50.8475, 3.75108
4116	O120p	Rozebeke	BeOv	BE		50.8458, 3.78315
4117	O125p	Sint-Kornelis-Horlebeke	BeOv	BE		50.8296, 3.74088
4118	O196p	Petegem	BeOv	BE		50.8221, 3.59348
4119	O200p	Kwaremont	BeOv	BE		50.769, 3.56112
4120	O201p	Zulzeke	BeOv	BE		50.7809, 3.60884
4121	O203a	Louise-Marie	BeOv	BE		50.768, 3.68063
4122	O210a	D Hoppe	BeHe	BE		50.7645, 3.74024
4123	O265a	De Kleipe	BeOv	BE		50.7447, 3.60826
4124	I184p	Sint-Joris-Ten-Distel	BeWv	BE		51.1237, 3.39097
4125	H058p	Zande	BeWv	BE		51.107, 2.94094
4126	H065p	Zedelgem	BeWv	BE		51.1337, 3.15066
4127	H089p	Vinkem	BeWv	BE		51.0003, 2.68712
4128	H118p	Zwevezele	BeWv	BE		51.0314, 3.23228
4129	I112p	Terneuzen	Ze	NL		51.3359, 3.82968
4130	I129p	Sint Kruis	Ze	NL		51.2664, 3.51546
4131	I130p	Sint-Margriete	BeOv	BE		51.2747, 3.56533
4132	H032p	Jabbeke	BeWv	BE		51.1738, 3.1115
4133	I134p	Biervliet	Ze	NL		51.3244, 3.69721
4134	I153p	Oedelgem	BeWv	BE		51.1637, 3.36195
4135	I170b	Kruisstraat	BeOv	BE		51.1986, 3.97031
4136	I187p	Aalter	BeOv	BE		51.0805, 3.47056
4137	I189p	Oostwinkel	BeOv	BE		51.1472, 3.5461
4138	I198p	Mendonk	BeOv	BE		51.1411, 3.83778
4139	I208b	Hillare	BeOv	BE		51.0855, 4.00152
4140	I231a	Baarle	BeOv	BE		51.046, 3.63374
4141	N032p	Staden	BeWv	BE		50.9626, 3.04637
4142	N041p	Pittem	BeWv	BE		50.9692, 3.2253
4143	N043a	Manegem	BeWv	BE		50.9561, 3.29257
4144	I223a	Doomkerke	BeWv	BE		51.0615, 3.37882
4145	N048p	Eringhem / Eringem	FrVl	FR		50.874, 2.38148
4146	N054p	Rubrouck / Rubroek	FrVl	FR		50.8135, 2.39328
4147	N068p	Vlamertinge	BeWv	BE		50.8406, 2.86193
4148	N073p	Sint-Jan	BeWv	BE		50.8505, 2.94809
4149	N083p	Sint-Eloois-Winkel	BeWv	BE		50.8679, 3.21082
4150	N084p	Lendelede	BeWv	BE		50.8765, 3.26709
4151	N091p	Harelbeke	BeWv	BE		50.8504, 3.3407
4152	N115p	Westouter	BeWv	BE		50.781, 2.78942
4153	N120p	Voormezele	BeWv	BE		50.8016, 2.91868
4154	N122p	Zandvoorde	BeWv	BE		50.8022, 3.02347
4155	N142p	Marke	BeWv	BE		50.7987, 3.27459
4156	O005p	Wakken	BeWv	BE		50.9248, 3.4267
4157	O013p	Zeveren	BeOv	BE		50.9886, 3.53366
4158	O017p	De Pinte	BeOv	BE		50.9837, 3.6776
4159	O026p	Bottelare	BeOv	BE		50.9573, 3.77533
4160	O042p	Bavegem	BeOv	BE		50.9423, 3.88788
4161	O048p	Letterhoutem	BeOv	BE		50.9259, 3.90074
4162	O079p	Desselgem	BeWv	BE		50.8776, 3.38434
4163	O081p	Beveren	BeWv	BE		50.8639, 3.36523
4164	O087p	Zingem	BeOv	BE		50.8968, 3.68623
4165	O094p	Eine	BeOv	BE		50.8638, 3.64803
4166	O137p	Grotenberge	BeOv	BE		50.869, 3.85724
4167	I105p	Retranchement	Ze	NL		51.3396, 3.39896
4168	O179a	Sint-Lodewijk	BeWv	BE		50.8161, 3.41505
4169	N076p	Geluveld	BeWv	BE		50.8226, 3.03079
4170	H014p	Damme	BeWv	BE		51.2458, 3.29672
4171	O003p	Markegem	BeWv	BE		50.9408, 3.43293
4172	O006p	Oeselgem	BeWv	BE		50.9297, 3.46004
4173	O012p	Zulte	BeOv	BE		50.9169, 3.47636
4174	O077p	Sint-Baafs-Vijve	BeWv	BE		50.9051, 3.42112
4175	O149p	Iddergem	BeOv	BE		50.8719, 4.07197
4176	N126p	Mesen	BeWv	BE		50.7532, 2.94681
4177	H010p	Ramskapelle	BeWv	BE		51.3094, 3.26247
4178	H027p	Roksem	BeWv	BE		51.1552, 3.05342
4179	H031p	Zerkegem	BeWv	BE		51.1583, 3.08797
4180	H055p	Schore	BeWv	BE		51.096, 2.86179
4181	H057p	Zevekote	BeWv	BE		51.1232, 2.9381
4182	O022p	Merelbeke	BeOv	BE		50.9866, 3.7753
4183	O027p	Landskouter	BeOv	BE		50.9632, 3.81462
4184	O029p	Moortsele	BeOv	BE		50.9533, 3.79966
4185	O034p	Baaigem	BeOv	BE		50.9279, 3.74232
4186	O008p	Grammene	BeOv	BE		50.9727, 3.4938
4187	I133p	Watervliet	BeOv	BE		51.2737, 3.64242
4188	I135p	Boekhoute	BeOv	BE		51.2575, 3.73049
4189	I154b	Donk	BeOv	BE		51.2097, 3.40509
4190	I156p	Sint Laureins	BeOv	BE		51.2347, 3.54407
4191	I156b	Bentille	BeOv	BE		51.2305, 3.61079
4192	H019p	Zandvoorde	BeWv	BE		51.1871, 2.99771
4193	I186p	Ursel	BeOv	BE		51.125, 3.50784
4194	O014p	Deinze	BeOv	BE		50.9799, 3.55475
4195	I194p	Vinderhoute	BeOv	BE		51.087, 3.66436
4196	I199p	Desteldonk	BeOv	BE		51.1197, 3.79738
4197	I264a	Lebbeke	BeOv	BE		51.0018, 4.14634
4198	I205p	Zeveneken	BeOv	BE		51.106, 3.91919
4199	O002p	Dentergem	BeWv	BE		50.9604, 3.44888
4200	I236p	Bachte-Maria-Leerne	BeOv	BE		51.008, 3.59861
4201	I160p	Bassevelde	BeOv	BE		51.2264, 3.69288
4202	I242p	Sint-Amandsberg	BeOv	BE		51.0642, 3.77011
4203	I243p	Destelbergen	BeOv	BE		51.0546, 3.81991
4204	I245p	Sint-Denijs-Westrem	BeOv	BE		51.0191, 3.69111
4205	I251a	Beervelde	BeOv	BE		51.0751, 3.89048
4206	O019a	Lozere	BeOv	BE		50.918, 3.60012
4207	O018p	Nazareth	BeOv	BE		50.9554, 3.62582
4208	O053p	Zonnegem	BeOv	BE		50.9251, 3.93431
4209	O084p	Kruishoutem	BeOv	BE		50.8996, 3.5609
4210	O085p	Ouwegem	BeOv	BE		50.9071, 3.62471
4211	I258a	Zogge	BeOv	BE		51.074, 4.10629
4212	O101p	Ename	BeOv	BE		50.85, 3.66529
4213	I252a	De Eethoek	BeOv	BE		51.0604, 3.93598
4214	I253b	Everslaar	BeOv	BE		51.074, 4.00187
4215	I254p	Uitbergen	BeOv	BE		51.0166, 3.97245
4216	I257a	Kamershoek	BeOv	BE		51.047, 4.03977
4217	O021p	Zevergem	BeOv	BE		50.9743, 3.72239
4218	O023p	Lemberge	BeOv	BE		50.9734, 3.79057
4219	I124p	Lapscheure	BeWv	BE		51.2712, 3.37459
4220	O044a	Wanzele	BeOv	BE		50.973, 3.9733
4221	O030p	Oosterzele	BeOv	BE		50.9446, 3.82414
4222	O033p	Semmerzake	BeOv	BE		50.9381, 3.6936
4223	I150p	Verrebroek	BeOv	BE		51.258, 4.2025
4224	I236a	Rekkelingen	BeOv	BE		50.9999, 3.59744
4225	O015p	Petegem	BeOv	BE		50.9694, 3.56159
4226	O016p	Astene	BeOv	BE		50.9765, 3.59341
4227	I207p	Daknam	BeOv	BE		51.1251, 3.99934
4228	I273p	Buggenhout	BeOv	BE		51.0165, 4.21761
4229	I168c	Koewacht Be	BeOv	BE		51.2224, 4.00136
4230	I116p	Hengstdijk	Ze	NL		51.348, 4.00451
4231	I103p	Cadzand	Ze	NL		51.3621, 3.42189
4232	N117p	Kemmel	BeWv	BE		50.7672, 2.87134
4233	I162p	Sas van Gent	Ze	NL		51.2288, 3.81694
4234	I203p	Lochristie	BeOv	BE		51.0936, 3.84978
4235	I205a	Oudenbos	BeOv	BE		51.0869, 3.93168
4236	I206a	Doorselare	BeOv	BE		51.1223, 3.95136
4237	I206b	Scheepken	BeOv	BE		51.1223, 3.95136
4238	I208a	Staakte	BeOv	BE		51.0978, 3.98233
4239	I209a	Zwaanaarde	BeOv	BE		51.1449, 4.0374
4240	I212a	De Ruiter	BeOv	BE		51.1161, 4.05508
4241	I212b	Bokselaar	BeOv	BE		51.0862, 4.02774
4242	O037p	Dikkelvenne	BeOv	BE		50.9148, 3.72059
4243	I217p	Bazel	BeOv	BE		51.1472, 4.3149
4244	I260a	Baasrode	BeOv	BE		51.037, 4.1716
4245	O138p	Wouberchtegem	BeOv	BE		50.8697, 3.93901
4246	O214p	Sint-Maria-Lierde	BeOv	BE		50.8159, 3.87425
4247	O218p	Smeerebbe-Vloerzegem	BeOv	BE		50.8134, 3.9511
4248	I229p	Merendree	BeOv	BE		51.0722, 3.59612
4249	I231b	Luchteren	BeOv	BE		51.0693, 3.67096
4250	I232a	Veldeke	BeOv	BE		51.0556, 3.53393
4251	I238p	Deurle	BeOv	BE		51.0069, 3.62781
4252	I175a	Puivelde	BeOv	BE		51.1717, 4.08868
4253	I227p	Vinkt	BeOv	BE		51.0077, 3.50175
4254	I232p	Poesele	BeOv	BE		51.0342, 3.53578
4255	I239p	Sint-Martens-Latem	BeOv	BE		51.0199, 3.66439
4256	O083p	Vichte	BeWv	BE		50.8317, 3.43605
4257	O141p	Sint-Antelinks	BeOv	BE		50.8477, 3.94954
4258	O217p	Ophasselt	BeOv	BE		50.8187, 3.92042
4259	O222p	Schendelbeke	BeOv	BE		50.7931, 3.92369
4260	O146a	Terjoden	BeOv	BE		50.9086, 4.06107
4261	I157p	Kaprijke	BeOv	BE		51.2153, 3.63819
4262	N013p	Hondschoote / Hondschote	FrVl	FR		50.9624, 2.61378
4263	I018p	Spijkenisse	ZH	NL		51.8544, 4.31571
4264	O139p	Heldergem	BeOv	BE		50.8779, 3.9762
4265	O142a	Leebeke	BeOv	BE		50.8644, 3.99238
4266	O144p	Aspelare	BeOv	BE		50.8396, 3.97786
4267	O145p	Outer	BeOv	BE		50.8388, 4.01629
4268	N101p	Staple / Stapel	FrVl	FR		50.7289, 2.49899
4269	H004p	Wenduine	BeWv	BE		51.2846, 3.08709
4270	N055p	Arneke / Arneke	FrVl	FR		50.8127, 2.44847
4271	N095p	Noordpeene / Noordpene	FrVl	FR		50.7844, 2.43747
4272	N097p	Cassel / Kassel	FrVl	FR		50.782, 2.52962
4273	N105p	Saint-Silvestre-Cappel / Sint-Silvester-Kappel	FrVl	FR		50.7581, 2.59698
4274	N111p	Boeschepe / Boeschepe	FrVl	FR		50.7813, 2.7353
4275	N116p	Loker	BeWv	BE		50.7651, 2.81932
4276	N144p	Aalbeke	BeWv	BE		50.769, 3.26955
4277	N149p	Wallon-Cappel / Waals-Kappel	FrVl	FR		50.7047, 2.5167
4278	N153p	Steenbecque / Steenbeke	FrVl	FR		50.6633, 2.53299
